rank,name,mean
species,Burkholderia sp. FERM BP-3421,5
species,Thalassomonas haliotis,8
species,Lentisphaera profundi,6
species,Enterobacter sp. S-33,8
species,Shouchella hunanensis,8
species,Streptomyces sp. T12,6
species,Arthrobacter agilis,2.5
species,Paenibacillus sp. KACC 21273,8
species,Mucilaginibacter sp. KACC 22063,3
species,Flavobacterium sp. KACC 22758,6
species,Flavobacterium sp. KACC 22763,6
species,Sphingobacterium oryzagri,6
species,Novosphingobium sp. KACC 22771,3
species,Mucilaginibacter sp. KACC 22773,3
species,Lacticaseibacillus pabuli,5
species,Allobacillus halotolerans,6
species,Imtechella halotolerans,3
species,Microbacterium sp. Clip185,2
species,Prevotella corporis,4
species,Streptomyces sp. CA-278952,6
species,Exiguobacterium marinum,9
species,Microbacterium esteraromaticum,3
species,Paenibacillus urinalis,9
species,Halosimplex aquaticum,1
species,Solibacillus daqui,13
species,Hyphococcus flavus,1
species,Entomospira culicis,2
species,Bremerella sp. P1,2
species,Aeromonas bestiarum,10
species,Bacillus sp. HNR-4,14
species,Alicyclobacillus sp. ALC3,5
species,Alicyclobacillus cycloheptanicus,6
species,Gilliamella sp. B3022,4
species,Pseudomonas sp. NEEL19,7
species,Stenotrophomonas forensis,4
species,Ehrlichia sp. JZT12,1
species,Desulfosarcina sp. BuS5,1
species,Flavobacterium sp. WW92,3
species,Micromonospora chalcea,3
species,Rhodopirellula sp. P2,1
species,Paenibacillus marchantiae,11
species,Neisseria leonii,4
species,Cloacibacterium sp. TD35,2
species,Alteromonas sp. 009811495,5
species,Listeria sp. LM90SB2,6
species,Thermoleophilum album,1
species,Pseudemcibacter aquimaris,2
species,Streptomyces sp. G7(2002),7
species,Lysinibacillus sp. G01H,11
species,Caloramator sp. Dgby_cultured_2,7
species,Lysinibacillus irui,12
species,Roseovarius tolerans,1
species,Pseudoalteromonas rhizosphaerae,9
species,Streptomyces sp. WZ-12,7
species,Pseudomonas sp. PSKL.D1,7
species,Micromonospora cathayae,3
species,Nocardiopsis sp. HUAS JQ3,5
species,Herbaspirillum sp. WKF16,3
species,Mucilaginibacter sp. SJ,3
species,Rhizobium sp. MJ22,3
species,Rhizobium sp. BJ04,3
species,Streptomyces yunnanensis,7
species,Vibrio sp. DW001,9
species,Vibrio sp. JC009,9
species,Pseudoalteromonas ostreae,9
species,Synoicihabitans lomoniglobus,1
species,Arthrobacter citreus,5.5
species,Enterococcus saccharolyticus,7
species,Acinetobacter sp. TAC-1,7
species,Legionella cardiaca,4
species,Exiguobacterium profundum,9
species,Pectobacterium actinidiae,7
species,Paracoccus sp. S3-43,2
species,Pseudoduganella chitinolytica,7
species,[Pseudomonas] carboxydohydrogena,1
species,Microbacterium horticulturae,2
species,Pullulanibacillus sp. KACC 23026,12
species,Amygdalobacter indicium,2
species,Amygdalobacter nucleatus,2
species,Vagococcus intermedius,7
species,Streptomyces sp. VNUA24,6
species,Streptomyces sp. AM 3-1-1,6
species,Streptomyces sp. AM 4-1-1,6
species,Streptomyces sp. AM 2-1-1,7
species,Acinetobacter proteolyticus,6
species,Providencia hangzhouensis,7
species,Pseudomonas sp. 273,5
species,Thiomicrorhabdus lithotrophica,3
species,Devosia sp. FJ2-5-3,4
species,Devosia sp. SD17-2,4
species,Pseudomonas sp. SD17-1,6
species,Pseudomonas sp. FJ2-5-13,6
species,Sinorhizobium sp. M103,3
species,Sinorhizobium sp. K101,3
species,Sinorhizobium sp. C101,3
species,Pseudomonas sp. PSE14,5
species,Paracoccus versutus,3
species,Halorhabdus sp. SVX81,1
species,Candidatus Nanohalococcus occultus,1
species,Caproicibacterium argilliputei,3
species,Thauera sp. GDN1,4
species,Photobacterium sp. DA100,19
species,Telluria mixta,7
species,Pararhizobium gei,3
species,Paenarthrobacter sp. Y-19,5
species,Rhodanobacter sp. AS-Z3,2
species,Komagataeibacter oboediens,5
species,Halorhabdus sp. BNX81,1
species,Candidatus Nanohalovita haloferacivicina,1
species,Pararhizobium qamdonense,4
species,Haloarcula halophila,2
species,Cupriavidus sp. WKF15,6
species,Varunaivibrio sulfuroxidans,2
species,Ruminiclostridium papyrosolvens,8
species,Superficieibacter sp. HKU1,7
species,Flavobacterium sp. YJ01,5
species,Pseudomonas sp. D3,6
species,Zobellia alginiliquefaciens,3
species,Citrobacter enshiensis,8
species,Haloarcula litorea,2
species,Haladaptatus sp. YSMS36,1
species,Haloarcula rara,2
species,Haloarcula halobia,2
species,Haloarcula ordinaria,2
species,Haladaptatus sp. QDMS2,1
species,Haloarcula regularis,2
species,Halosegnis marinus,1
species,Halorussus lipolyticus,2
species,Halorussus caseinilyticus,2
species,Haloglomus litoreum,1
species,Halobaculum marinum,2
species,Halomarina halobia,1
species,Rhizobium croatiense,3
species,Amycolatopsis sp. QT-25,4
species,Bifidobacterium sp. ESL0728,2
species,Ligilactobacillus acidipiscis,6
species,Bifidobacterium sp. ESL0704,2
species,Lactobacillus sp. ESL0700,4
species,Acinetobacter sp. ESL0695,6
species,Bifidobacterium sp. ESL0690,2
species,Lactobacillus sp. ESL0684,4
species,Bifidobacterium sp. ESL0682,2
species,Lactobacillus sp. ESL0681,4
species,Lactobacillus sp. ESL0680,4
species,Lactobacillus sp. ESL0677,4
species,Streptomyces sp. 71268,6
species,Bifidobacterium sp. ESL0800,1
species,Bifidobacterium sp. ESL0798,2
species,Bifidobacterium sp. ESL0790,2
species,Lactobacillus sp. ESL0785,4
species,Bifidobacterium sp. ESL0775,2
species,Bifidobacterium sp. ESL0769,2
species,Bifidobacterium sp. ESL0764,2
species,Bifidobacterium sp. ESL0732,2
species,Lactobacillus sp. ESL0731,4
species,Janibacter cremeus,2
species,Rhodococcus sp. RCBS9,5
species,Pseudomonas sp. AA-38,4
species,Chelativorans sp. AA-79,2
species,Pseudomonas sp. G11,5
species,Haladaptatus sp. DYSN1,1
species,Halobaculum limi,2
species,Lactococcus sp. bn62,5
species,Achromobacter sp. SS2-2022,4
species,Janibacter sp. DB-40,2
species,Paraburkholderia sp. SUR17,4
species,Bacillus sp. B28,10
species,Rhizobium sp. 32-5/1,3
species,Pseudomonas sp. NyZ480,7
species,Bacillus sp. HSf4,8
species,Tissierella sp. Yu-01,7
species,Streptomyces sp. LX-29,7
species,Pseudoxanthomonas sp. SE1,2
species,Paenibacillus sp. BR1-192,8
species,Sphingobacterium sp. WM,4
species,Chryseobacterium sp. WX,6
species,Tepidibacter hydrothermalis,15
species,Enterobacter quasiroggenkampii,8
species,Pseudomonas sp. A34-9,6
species,Halomonas sp. M1,6
species,Roseinatronobacter sp. S2,3
species,Moraxella nasibovis,4
species,Proteiniclasticum sp. QWL-01,5
species,Sphingobium sp. V4,3
species,Candidatus Lucifugimonas marina,1
species,Pantoea sp. X85,7
species,Aurantibacillus circumpalustris,2
species,Halomonas sp. CKK8,4
species,Flavobacterium gyeonganense,4
species,Flavobacterium ginsengisoli,6
species,Flavobacterium nitratireducens,5
species,Arcanobacterium canis,3
species,Paenibacillus elgii,11
species,Arcanobacterium wilhelmae,3
species,Gordonia sihwensis,4
species,Methanoeremita antiquus,3
species,Methanogenium sp. S4BF,4
species,Vibrio sp. gvc,9
species,Dickeya lacustris,7
species,Brevundimonas sanguinis,2
species,Citricoccus muralis,2
species,Microbacterium proteolyticum,2
species,Methylomonas sp. EFPC3,3
species,Isoptericola sp. AK164,3
species,Mesorhizobium sp. WSM4904,1
species,Mesorhizobium sp. WSM4906,1
species,Anaerocolumna sp. AGMB13025,6
species,Janthinobacterium rivuli,8
species,Arthrobacter sp. Y-9,4
species,Streptococcus sp. D7B5,4
species,Methylobacterium sp. 391_Methyba4,4
species,Halobacillus naozhouensis,7
species,Methylobacterium sp. CB376,6
species,Rhizobium sp. CB3171,3
species,Rhizobium sp. CB3090,3
species,Bradyrhizobium sp. CB3481,1
species,Bradyrhizobium sp. CB1717,2
species,Bradyrhizobium brasilense,1
species,Sinorhizobium terangae,3
species,Rhizobium sp. CC1099,3
species,Bradyrhizobium sp. CB82,1
species,Bradyrhizobium sp. CB2312,1
species,Bradyrhizobium pachyrhizi,1
species,Bradyrhizobium sp. CIAT3101,1
species,Lacticaseibacillus huelsenbergensis,5
species,Ancylobacter sp. WKF20,2
species,Olleya sp. YS,2
species,Lysinibacter sp. HNR,3
species,Streptomyces cathayae,6
species,Bradyrhizobium sp. CB1650,1
species,Bacillus stercoris,10.67
species,Actinobacillus genomosp. 2,6
species,Actinobacillus genomosp. 1,6
species,Actinobacillus arthritidis,6
species,Staphylococcus gallinarum,7
species,Aequorivita marisscotiae,2
species,Pseudomonas sp. GD03919,4
species,Pseudomonas sp. GD03721,4
species,Rossellomorea sp. DA94,11
species,Rugamonas sp. DEMB1,10
species,Pseudomonas sp. Hg5Tf,6
species,Tenacibaculum tangerinum,4
species,Jannaschia ovalis,1
species,Auritidibacter ignavus,2
species,Methanonatronarchaeum sp. AMET-Sl,1
species,Amylibacter sp. IMCC11727,1
species,Halomonas alkaliantarctica,6
species,Mesomycoplasma lagogenitalium,2
species,Neorhizobium petrolearium,3
species,Akkermansia sp. N21116,4
species,Piscinibacter sp. XHJ-5,1
species,Methylocapsa sp. D3K7,1
species,Wolbachia endosymbiont of Frankliniella intonsa,1
species,Gordonia sp. SMJS1,3
species,Flavobacterium keumense,3
species,Pseudomonas migulae,6
species,Streptomyces sp. B146,5
species,Pantoea sp. SS70,7
species,Salmonella sp. SA17155,7
species,Salmonella sp. SA14318,7
species,Halopseudomonas sp. SMJS2,4
species,Microbulbifer bruguierae,4
species,Delftia sp. PS-11,6
species,Nocardioides sp. BP30,3
species,Pigmentibacter sp. JX0631,5
species,Arsenophonus sp. aPb,7
species,Paenarthrobacter sp. OM7,6
species,Ligilactobacillus faecis,6
species,Sinorhizobium numidicum,3
species,Sinorhizobium garamanticum,3
species,Streptomyces sp. SH5,6
species,Minwuia sp. IMCC4030,2
species,Minwuia sp. IMCC3009,2
species,Minwuia sp. IMCC3060,2
species,Minwuia sp. IMCC3077,2
species,Pedobacter gandavensis,8
species,Bradyrhizobium sp. ISRA426,1
species,Bradyrhizobium sp. ISRA430,1
species,Bradyrhizobium sp. ISRA432,1
species,Bradyrhizobium sp. ISRA436,1
species,Bradyrhizobium sp. ISRA437,1
species,Bradyrhizobium sp. ISRA443,1
species,Bradyrhizobium sp. ISRA463,1
species,Bradyrhizobium sp. ISRA464,1
species,Paraburkholderia sp. D15,7
species,Pseudanabaena galeata,2
species,Marinitoga aeolica,3
species,Methylomonas sp. UP202,3
species,Pseudomonas marginalis,4.25
species,Lysinibacillus sp. 1 U-2021,1
species,Tessaracoccus lacteus,3
species,cyanobacterium endosymbiont of Epithemia clementina EcSB,2
species,Pseudomonas sp. P13,5
species,Psychrobacter sp. WB2,4
species,Fuscovulum ytuae,2
species,Halotia branconii,3
species,Lactococcus sp. NH2-7C,6
species,Vibrio sp. YMD68,9
species,Tropicibacter oceani,3
species,Nocardioides sp. L-11A,2
species,Nocardioides sp. QY071,2
species,Salmonella sp. SA15303,7
species,Vibrio sp. ABG19,9
species,Serratia sarumanii,7
species,Serratia sp. K-E0102,7
species,Arthrobacter sp. EM1,5
species,Candidatus Bandiella numerosa,1
species,Candidatus Megaera polyxenophila,1
species,Enterococcus montenegrensis,6
species,Microbacterium sp. BDGP8,2
species,Lachnoanaerobaculum gingivalis,5
species,Chryseobacterium gotjawalense,4
species,Petroclostridium sp. X23,7
species,Xenorhabdus griffiniae,7
species,Pseudomonas piscis,5
species,Streptomyces sp. BPPL-273,6
species,Streptomyces sp. BPTC-684,8
species,Silvimonas soli,5
species,Cysteiniphilum sp. QT6929,4
species,Agrobacterium cucumeris,4
species,Pseudomonas sp. PMCC200344,7
species,Pseudomonas svalbardensis,7
species,Rhizobium sp. BT04,3
species,Rhizobium sp. BT03,3
species,Enterococcus sp. ZQ21,6
species,Acinetobacter corruptisaponis,6
species,Cellulomonas sp. ES6,2
species,Trabulsiella odontotermitis,7
species,Spiroplasma sp. SV19,1
species,Wohlfahrtiimonas chitiniclastica,4
species,Pantoea sp. Lij88,7
species,Rothia sp. SD9660Na,3
species,Pseudomonas sp. G2-4,5
species,Comamonas resistens,8
species,Sinorhizobium kummerowiae,3
species,Crossiella sp. CA-258035,4
species,Sporosarcina thermotolerans,9
species,Chakrabartyella piscis,4
species,Gordonia sp. L191,3
species,Streptomyces sp. NA07423,6
species,Mesobacillus sp. AQ2,11
species,Paenibacillus woosongensis,8
species,Neobacillus sp. DY30,18
species,Paenibacillus sp. G2S3,10
species,Neobacillus sp. SuZ13,20
species,Fictibacillus enclensis,8
species,Neobacillus sp. WH10,11
species,Siminovitchia fortis,6
species,Neobacillus novalis,13
species,Neobacillus sp. YX16,16
species,Desemzia incerta,7
species,Sagittula sp. MA-2,2
species,Rahnella bonaserana,7
species,Tritonibacter sp. AK171,1
species,Neobacillus sp. 114,15
species,Haloarcula pelagica,2
species,Halobaculum litoreum,2
species,Halobaculum halobium,2
species,Halobaculum lipolyticum,2
species,Metabacillus sp. CT-WN-B3,11
species,Sphingobium sp. WTD-1,3
species,Arthrobacter sp. zg-Y919,5
species,Arthrobacter sp. zg-Y20,6
species,Arthrobacter sp. zg-Y820,7
species,Bosea vestrisii,2
species,Brucella sp. bbatCR03,3
species,Lentibacter algarum,2
species,Caminicella sporogenes,9
species,Pontibacillus chungwhensis,8
species,Streptomyces sp. 2P-4,7
species,Myxococcus sp. SDU36,4
species,Bdellovibrio sp. 22V,1
species,Devosia rhizosphaerae,2
species,Moraxella haemolytica,4
species,Curtobacterium citreum,4
species,Serratia nevei,7
species,Prevotella bivia,4
species,Kurthia sp. YJT4,9
species,Corynebacterium sp. MSK130,4
species,Corynebacterium sp. MSK084,4
species,Corynebacterium sp. MSK175,4
species,Corynebacterium sp. MSK306,4
species,Corynebacterium sp. MSK189,4
species,Corynebacterium sp. MSK107,4
species,Corynebacterium sp. MSK082,4
species,Corynebacterium sp. MSK090,4
species,Corynebacterium sp. MSK192,4
species,Corynebacterium sp. MSK072,4
species,Corynebacterium sp. MSK156,4
species,Corynebacterium sp. MSK293,4
species,Microbacterium sp. zg-B96,2
species,Microbacterium sp. zg-B185,2
species,Microbacterium sp. zg-Y818,2
species,Microbacterium sp. zg-Y625,2
species,Microbacterium sp. zg-Y1090,2
species,Trueperella bernardiae,2
species,Corynebacterium breve,4
species,Corynebacterium suedekumii,4
species,Shewanella goraebulensis,9
species,Candidatus Mycobacterium wuenschmannii,2
species,Actinoplanes oblitus,6
species,Acidisoma cladoniae,2
species,Pediococcus sp. AC40,5
species,Actinomyces israelii,3
species,Candidatus Southlakia epibionticum,1
species,Paucibacter sediminis,4
species,Proteiniborus sp. MB09-C3,6
species,Enterococcus sp. FZMF,5
species,Paenibacillus polygoni,12
species,Pseudomonas sp. M2(2023),7
species,Paenarthrobacter sp. R1,5
species,Marivivens sp. LCG002,3
species,Amycolatopsis nalaikhensis,4
species,Proteus appendicitidis,7
species,Bradyrhizobium sp. 62B,1
species,Mesorhizobium mediterraneum,2
species,Natrialbaceae archaeon AArc-T1-2,3
species,Selenobaculum gibii,9
species,Altererythrobacter rubellus,1
species,Bacillus sp. L381,9
species,Salinicola sp. JS01,5
species,Amycolatopsis carbonis,4
species,Amycolatopsis sp. DG1A-15b,4
species,Amycolatopsis mongoliensis,4
species,Parasedimentitalea psychrophila,7
species,Devosia sp. YIM 151766,1
species,Bacillus arachidis,13
species,Propionimicrobium sp. PCR01-08-3,2
species,Stenotrophomonas sp. As-7,4
species,Stenotrophomonas sp. As-14,4
species,Stenotrophomonas sp. As-6,4
species,Stenotrophomonas sp. 57,4
species,Stenotrophomonas sp. 59,4
species,Stenotrophomonas sp. As-5,4
species,Streptomyces antimycoticus,6
species,Pseudoalteromonas sp. JC3,9
species,Halobacillus sp. ACCC02827,8
species,Bacillus sp. DX3.1,14
species,Staphylococcus casei,8
species,Aminobacter sp. Y103A,2
species,Streptomyces graminofaciens,6
species,Methylomarinovum tepidoasis,2
species,Escherichia sp. 10290,7
species,Escherichia sp. HH091_1A,7
species,Escherichia sp. HH154_1D,7
species,Escherichia sp. KS167_9B,7
species,Cutibacterium granulosum,2
species,Haliovirga abyssi,4
species,Geothrix oryzae,2
species,Mesoterricola silvestris,3
species,Mesoterricola sediminis,2
species,Polynucleobacter sp. TUM22923,1
species,Mycolicibacterium sp. TUM20985,2
species,Neptuniibacter halophilus,5
species,Metamycoplasma equirhinis,3.25
species,Thalassotalea sediminis,5
species,Thalassotalea piscium,5
species,Thalassotalea agarivorans,5
species,Thalassotalea atypica,6
species,Thalassotalea hakodatensis,5
species,Ferrimonas sp. YFM,9
species,Hydrogenimonas cancrithermarum,3
species,Microbacterium suwonense,2
species,Paraoerskovia sediminicola,3
species,Naasia aerilata,2
species,Frondihabitans sucicola,2
species,Barrientosiimonas endolithica,2
species,Demequina sediminis,2
species,Agromyces mangrovi,2
species,Methanobacterium ferruginis,2
species,Methanobacterium petrolearium,1
species,Methylophaga marina,3
species,Pseudoalteromonas sp. MM1,8
species,Helicobacter felistomachi,2
species,Coprobacter fastidiosus,5
species,Brooklawnia propionicigenes,2
species,Marinobacter shengliensis,3
species,Pseudoalteromonas apostichopi,8
species,Vibrio apostichopi,14
species,Marinobacter apostichopi,3
species,Polynucleobacter sp. HIN5,1
species,Polynucleobacter sp. HIN6,1
species,Polynucleobacter sp. HIN7,1
species,Polynucleobacter sp. HIN8,1
species,Polynucleobacter sp. HIN9,1
species,Polynucleobacter sp. HIN10,1
species,Polynucleobacter sp. HIN11,1
species,Providencia zhijiangensis,7
species,Paraburkholderia bonniea,4
species,Aliiglaciecola sp. LCG003,4
species,Gordonia sp. Swx-4,4
species,Pseudoxanthomonas winnipegensis,2
species,Thermosynechococcus sp. B0,1
species,Thermosynechococcus sp. B1,1
species,Pseudanabaena mucicola,3
species,Thermosynechococcus sp. B3,1
species,Klebsiella sp. ZYC-1,8
species,Mesorhizobium sp. C120A,2
species,Mesorhizobium sp. C399B,2
species,Mesorhizobium sp. C372A,2
species,Aliirhizobium terrae,4
species,Ectopseudomonas guguanensis,4
species,Mycobacterium tuberculosis complex sp. N0052,1
species,Mycobacterium tuberculosis complex sp. N0072,1
species,Mycobacterium tuberculosis complex sp. N0145,1
species,Mycobacterium tuberculosis complex sp. N0153,1
species,Mycobacterium tuberculosis complex sp. N0155,1
species,Mycobacterium tuberculosis complex sp. N0157,1
species,Methanobacterium aridiramus,1
species,Pseudarthrobacter defluvii,5
species,Neopusillimonas aromaticivorans,3
species,Algibacter luteus,2
species,Stenotrophomonas sp. 8(2023),4
species,Stenotrophomonas sp. 17(2023),3
species,Microbacterium sp. ET2,1
species,Paenibacillus sp. PK1-4R,12
species,Geobacillus stearothermophilus,10
species,Microbacterium arborescens,2
species,Peteryoungia algae,3
species,Pseudomonas brenneri,6
species,Pseudomonas sp. SO81,3
species,Macrococcus bovicus,5
species,Flavobacterium panacagri,7
species,Bradyrhizobium sp. NP1,1
species,Neorhizobium sp. CSC1952,3
species,Paracoccus sp. TOH,3
species,Streptomyces flavofungini,6
species,Ligilactobacillus cholophilus,6
species,Candidatus Chlorohelix allophototropha,3
species,Thiohalobacter sp. IOR34,1
