rank,name,mean
species,Salmonella sp. HY31,7
species,Pseudoalteromonas sp. M58,8
species,Marinobacter sp. M5B,3
species,Azospirillum sp. A29,10
species,Azospirillum sp. A26,10
species,Haloimpatiens sp. FM7330,11
species,Sphingomonas sp. DBB INV C78,2
species,Pseudoduganella sp. UC29_71,9
species,Herbiconiux sp. UC225_62,1
species,Epilithonimonas sp. UC225_85,2
species,Roseateles sp. UC29_93,4
species,Hydrogenophaga sp. UC242_53,2
species,Pedobacter sp. UC225_65,2
species,Sphingomonas leidyi,2
species,Cnuibacter sp. UC19_7,2
species,Pseudoxanthomonas sp. UC19_8,2
species,Bosea sp. UC22_33,2
species,Tahibacter sp. UC22_41,2
species,Mesorhizobium sp. UC74_2,2
species,Nonomuraea fastidiosa,5
species,Oryzobacter terrae,2
species,Marinobacter sp. LM1,3
species,Agathobaculum massiliense,3
species,Faecalimonas umbilicata,6
species,Pseudomonas moorei,6
species,Acidovorax sacchari,3
species,Gilvimarinus japonicus,3
species,Lactonifactor longoviformis,5
species,Pseudoflavonifractor gallinarum,3
species,Halioxenophilus aromaticivorans,3
species,Massilimicrobiota timonensis,5
species,Collinsella sp. i05-0019-G5,5
species,Enterocloster clostridioformis,5
species,Mediterraneibacter glycyrrhizinilyticus,6
species,Alistipes sp. i18-0019-D1,2
species,Faecalibacterium sp. i21-0019-B1,6
species,Eisenbergiella porci,4
species,Holdemania massiliensis,4
species,Simiduia litorea,3
species,Faecalibacterium sp. i25-0019-C1,6
species,Maricurvus nonylphenolicus,3
species,Lonepinella koalarum,6
species,Wolbachia endosymbiont of Liriomyza huidobrensis,1
species,Salmonella sp. WC3,7
species,Pseudosulfitobacter sp. SM2401,2
species,Azospirillum sp. A23,10
species,Nereida sp. NH-UV-3,2
species,Vibrio sp. NH-UV-68,10
species,Psychrobacillus sp. L4,11
species,Psychrobacillus sp. L3,11
species,Pseudomonas danubii,5
species,[Mycoplasma] cavipharyngis,1
species,Lactobacillus mulieris,4
species,Oryzobacter telluris,2
species,Chlorogloeopsis fritschii,4
species,Yersinia sp. HM-2024,7
species,Rickettsia sp. 2024-CO-Wats,1
species,Nostoc sp. C110,4
species,Nostoc sp. C117,3
species,Legionella sp. 227,3
species,Barrientosiimonas humi,2
species,Corynebacterium dentalis,3
species,Corynebacterium haemomassiliense,4
species,Arsenicicoccus cauae,2
species,Capnocytophaga canis,3
species,Cloacibacillus evryensis,5
species,Eikenella halliae,4
species,Cardiobacterium hominis,3
species,Chryseomicrobium aureum,9
species,Staphylococcus massiliensis,6
species,Naumannella halotolerans,1
species,Sphingobacterium cellulitidis,4
species,Anaerococcus sp. WGS1596,4
species,Anaerococcus sp. WGS1579,4
species,Cohnella sp. WGS1546,6
species,Alcaligenes sp. WGS1538,3
species,Anaerococcus sp. WGS1529,4
species,Desulfovibrio sp. WGS1351,3
species,Luteimonas sp. WGS1318,2
species,Amaricoccus sp. B4,3
species,Agromyces sp. MMS24-JH15,3
species,Kutzneria buriramensis,3
species,Azorhizophilus paspali,6
species,Sphingobium naphthae,3
species,Lentzea sp. JNUCC 0626,5
species,Pseudoxanthomonas japonensis,2
species,Lacrimispora sinapis,6
species,Altererythrobacter sp. GH1-8,1
species,Mesorhizobium sp. AaZ16,1
species,Kitasatospora sp. HNM1077,11
species,Agromyces sp. MMS24-K17,3
species,Vaginella massiliensis,5
species,Rhodanobacter sp. FW102-FHT14D06,2
species,Rhodanobacter sp. FW102-FHT14D07,2
species,Pectobacterium zantedeschiae,7
species,Enterobacter sp. ECC-249,8
species,Enterobacter sp. ECC-219,8
species,Enterobacter sp. ECC-175,8
species,Mycobacterium sp. AMU20-3851,2
species,Komagataeibacter diospyri,5
species,Vibrio sp. D3,12
species,Streptomyces sp. YH02,7
species,Novosphingobium sp. BL-8A,5
species,Novosphingobium sp. BL-8H,5
species,Pediococcus parvulus,4
species,Levilactobacillus parabrevis,6
species,Levilactobacillus lettrarii,6
species,Fructilactobacillus frigidiflavus,8.5
species,Arthrobacter sp. UC242_113,7
species,Mesorhizobium sp. UC22_110,2
species,Pseudoduganella sp. UC29_106,6
species,Variovorax sp. UC74_104,2
species,Azospirillum melinis,10
species,Caulobacter sp. UC70_42,2
species,Aminobacter sp. UC22_36,3
species,Acidovorax delafieldii,4
species,Variovorax sp. UC122_21,3
species,Acinetobacter sp. P1332,7
species,Acetobacter sp. KSO5,4
species,Cedecea davisae,7
species,Pseudomonas sp. A0308,6
species,Pseudomonas sp. A1230,6
species,Pseudomonas sp. A1437,6
species,Pseudomonas sp. B16120,6
species,Pseudomonas sp. B19125,6
species,Pseudomonas sp. B21128,6
species,Pseudomonas sp. B22129,5
species,Pseudomonas sp. B26140,6
species,Achromobacter sp. EB05,3
species,Bacillus sp. 3G2,14
species,Schlesneria sp. T3-172,2
species,Methylomonas sp. 2B,3
species,Pseudomonas sp. NA-150,7
species,Aeromonas sp. A-8,10
species,Clostridium sp. 10cd*,5
species,Streptomyces sp. SCA2-17,7
species,Marinobacter sp. W-8,3
species,Christensenella sp. MSJ-20,2
species,Arthrobacter sp. FW306-04-A,5
species,Rummeliibacillus pycnus,13
species,Archangium minus,4
species,Chryseobacterium cucumeris,6
species,Streptomyces sp. NBUA17,6
species,Curtobacterium sp. KT1,4
species,Streptomyces sp. BBFR2,7
species,Pedobacter foliorum,6
species,Methylobacterium bullatum,4
species,Sphingomonas albertensis,3
species,Haloimpatiens lingqiaonensis,9
species,Streptococcus sp. ZJ 1593,5
species,Bacillus sp. SG20032,10
species,Sporosarcina sp. SG10008,11
species,Bradyrhizobium sp. YCK136,1
species,Bacillus sp. SG20033,10
species,Streptomyces sp. BBFR25,6
species,Streptomyces sp. BBFR51,6
species,Haloferax sp. S1W,2
species,Serratia sp. szju,7
species,Olleya sp. R77988,2
species,Algibacter sp. R77976,2
species,Winogradskyella sp. R77965,2
species,Maribacter sp. R77961,2
species,Polaribacter sp. R77954,2
species,Yoonia sp. R78084,2
species,Allomuricauda sp. R78024,2
species,Microbacterium sp. R86528,2
species,Qipengyuania sp. R86523,2
species,Dokdonia sp. R86516,4
species,Maribacter sp. R86514,3
species,Zobellia russellii,3
species,Bermanella sp. R86510,3
species,Frigoribacterium sp. R86507,3
species,Bermanella sp. R86531,3
species,Brevundimonas sp. R86498,2
species,Niallia tiangongensis,11
species,Sphingobacterium sp. SG20118,8
species,Moraxella sp. ATCC 23246,4
species,Methylosinus sporium,3
species,Neisseria sp. 23W00296,4
species,Olivibacter sp. EAT-5,4
species,Microvirga sp. RSM25,4
species,Acinetobacter venetianus,6
species,Methylotuvimicrobium sp. KM1,3
species,Nibricoccus sp. IMCC34717,1
species,Cobetia sp. UIB-001,7
species,Agrococcus terreus,2
species,Jeotgalibacillus malaysiensis,9
species,Microbacterium aerolatum,2
species,Oceanobacillus kapialis,7
species,Thalassospira australica,4
species,Pseudoalteromonas mariniglutinosa,8
species,Knoellia locipacati,2
species,Salmonella sp. SJTUF15606,7
species,Humibacillus xanthopallidus,2
species,Microbacterium lacus,1
species,Exiguobacterium undae,9
species,Ureibacillus chungkukjangi,13
species,Phycicoccus jejuensis,2
species,Idiomarina seosinensis,4
species,Marinobacter sp.,3
species,Microbacterium marinum,2
species,Arthrobacter luteolus,5
species,Halomonas sp.,4
species,Caenispirillum salinarum,4
species,Mesobacillus maritimus,22
species,Pseudidiomarina marina,4
species,Marinospirillum sp.,4
species,Novosphingobium sp. BL-52-GroH,4
species,Serratia aquatilis,7
species,Azospirillum doebereinerae,8
species,Micrococcus antarcticus,2
species,Pseudomonas sp. HT11,5
species,Caproicibacterium sp. XB2,3
species,Sphingomonas sp. MMS12-HWE2-04,2
species,Sphingomonas sp. MMS24-J45,2
species,Yersinia vastinensis,7
species,Sphingomonas sp. MMS24-J13,2
species,Altericista sp. CCNU0014,2
species,Streptomyces thermolineatus,7
species,Lacrimispora sp. HJ-01,6
species,Mesorhizobium sp. ORM16,2
species,Kitasatospora griseola,10
species,Streptomyces sp. 147326,7
species,Pseudomonas sp. NY8938,7
species,Eubacterium ramulus,6
species,Nitratireductor sp. L15S-10,2
species,Akkermansia sp. BCRC 18949,3
species,Georhizobium sp. MAB10,2
species,Pseudomonas sp. JDS08PS003,5
species,Massilia atriviolacea,7
species,Pseudomonas leptonychotis,5
species,Pseudomonas sp. M20,6
species,Pseudomonas petroselini,5
species,Chryseobacterium sp. M5,6
species,Sellimonas catena,5
species,Sellimonas caecigallum,5
species,Streptomyces sp. NBC_01092,6
species,Streptomyces sp. NBC_01102,6
species,Streptomyces gougerotii,7
species,Streptomyces sp. NBC_01104,6
species,Streptomyces sp. NBC_01124,6
species,Streptomyces sp. NBC_01136,7
species,Streptomyces rubiginosohelvolus,6
species,Streptomyces avidinii,7
species,Streptomyces sp. NBC_01166,6
species,Streptomyces sp. NBC_01167,6
species,Streptomyces sp. NBC_01171,6
species,Streptomyces sp. NBC_01174,6
species,Streptomyces sp. NBC_01176,6
species,Streptomyces sp. NBC_01178,6
species,Streptomyces sp. NBC_01180,6
species,Streptomyces sp. NBC_01185,6
species,Streptomyces sp. NBC_01187,6
species,Streptomyces sp. NBC_01190,6
species,Streptomyces sp. NBC_01238,6
species,Streptomyces sp. NBC_01367,7
species,Streptomyces sp. NBC_01369,6
species,Nocardia sp. NBC_01377,3
species,Streptomyces sp. NBC_01378,7
species,Streptomyces sp. NBC_01383,6
species,Streptomyces sp. NBC_01384,7
species,Streptomyces sp. NBC_01386,7
species,Streptomyces sp. NBC_01387,6
species,Nocardia sp. NBC_01388,4
species,Microbispora sp. NBC_01389,5
species,Streptomyces sp. NBC_01390,6
species,Micromonospora sp. NBC_01392,3
species,Streptomyces sp. NBC_01396,6
species,Sphaerisporangium sp. NBC_01403,5
species,Micromonospora sp. NBC_01405,4
species,Streptomyces sp. NBC_01410,6
species,Streptomyces sp. NBC_01411,6
species,Micromonospora sp. NBC_01412,4
species,Streptomyces sp. NBC_01420,6
species,Nocardia sp. NBC_01499,4
species,Kribbella sp. NBC_01505,3
species,Streptomyces sp. NBC_01506,6
species,Streptomyces sp. NBC_01508,6
species,Kribbella sp. NBC_01510,2
species,Streptomyces sp. NBC_01511,6
species,Streptomyces sp. NBC_01515,6
species,Streptomyces sp. NBC_01518,6
species,Streptomyces sp. NBC_01520,6
species,Streptomyces sp. NBC_01525,7
species,Streptomyces sp. NBC_01527,6
species,Streptomyces sp. NBC_01530,6
species,Streptomyces sp. NBC_01537,6
species,Streptomyces sp. NBC_01538,6
species,Kitasatospora sp. NBC_01539,9
species,Phaeobacter sp. BS23,4
species,Phaeobacter sp. BS52,4
species,Pseudoalteromonas sp. PB2-1,8
species,Paenibacillus sp. FSL H8-0175,10
species,Paenibacillus sp. FSL H8-0260,10
species,Paenibacillus sp. FSL H8-0261,10
species,Paenibacillus sp. FSL H8-0280,12
species,Paenibacillus sp. FSL H8-0283,12
species,Paenibacillus sp. FSL H8-0317,12
species,Paenibacillus sp. FSL K6-0108,11
species,Paenibacillus sp. FSL H3-0286,10
species,Paenibacillus sp. FSL H7-0942,12
species,Bacillus sp. FSL K6-0255,10
species,Paenibacillus sp. FSL K6-1217,10
species,Providencia sp. PROV001,7
species,Providencia sp. PROV002,7
species,Providencia sp. PROV003,7
species,Providencia sp. PROV006,7
species,Oceanobacillus sp. FSL H7-0719,7
species,Streptomyces sp. NBC_00009,7
species,Streptomyces sp. NBC_00012,6
species,Streptomyces sp. NBC_00016,6
species,Streptomyces purpurascens,6
species,Streptomyces sp. NBC_00019,6
species,Streptomyces sp. NBC_00028,6
species,Streptomyces sp. NBC_00045,7
species,Streptomyces sp. NBC_00046,6
species,Streptomyces sp. NBC_00048,7
species,Streptomyces sp. NBC_00055,6
species,Streptomyces sp. NBC_00056,7
species,Streptomyces sp. NBC_00057,7
species,Streptomyces sp. NBC_00069,7
species,Kitasatospora sp. NBC_00070,9
species,Streptomyces sp. NBC_00073,7
species,Streptomyces sp. NBC_00075,6
species,Streptomyces sp. NBC_00076,6
species,Streptomyces sp. NBC_00079,6
species,Streptomyces sp. NBC_00080,6
species,Streptomyces sp. NBC_00081,7
species,Streptomyces sp. NBC_00096,7
species,Streptomyces sp. NBC_00101,7
species,Streptomyces sp. NBC_00110,7
species,Aquimarina sp. LLG6339-5,3
species,Brachymonas sp. G13,2
species,Leeuwenhoekiella sp. LLG6367-2.1,4
species,Christiangramia sp. LLG6405-1,3
species,Dokdonia sp. LLG6352-1,3
species,Maribacter sp. LLG6340-A2,3
species,Marinobacter flavimaris,3
species,Roseburia faecis,4
species,Paenarthrobacter ilicis,6
species,Streptomyces sp. RK9,6
species,Pseudonocardia alni,4
species,Spirosoma sp. KNUC1025,3
species,Metamycoplasma faucium,1
species,Streptomyces sp. NBC_00005,6
species,Streptomyces sp. NBC_00015,6
species,Streptomyces sp. NBC_00024,6
species,Streptomyces sp. NBC_00029,7
species,Streptomyces sp. NBC_00035,6
species,Kitasatospora sp. NBC_00039,11
species,Streptomyces sp. NBC_00040,7
species,Kitasatospora sp. NBC_00085,11
species,Streptomyces sp. NBC_00090,7
species,Streptomyces sp. NBC_00104,6
species,Streptomyces sp. NBC_00105,7
species,Streptomyces sp. NBC_00122,7
species,Streptomyces sp. NBC_00133,6
species,Streptomyces sp. NBC_00138,6
species,Streptomyces achromogenes,6
species,Streptomyces sp. NBC_00158,7
species,Streptomyces sp. NBC_00169,6
species,Streptomyces sp. NBC_00172,6
species,Streptomyces sp. NBC_00207,7
species,Streptomyces sp. NBC_00210,6
species,Nocardia sp. NBC_00511,4
species,Micromonospora sp. NBC_00617,3
species,Streptomyces sp. NBC_00637,6
species,Streptomyces sp. NBC_00656,7
species,Streptomyces sp. NBC_00723,6
species,Streptomyces sp. NBC_00726,6
species,Streptomyces sp. NBC_00727,6
species,Streptomyces sp. NBC_00728,7
species,Streptomyces sp. NBC_00827,6
species,Streptomyces sp. NBC_00828,6
species,Streptomyces sp. NBC_00829,6
species,Streptomyces sp. NBC_00838,6
species,Streptomyces sp. NBC_00859,6
species,Streptomyces sp. NBC_00868,7
species,Streptomyces sp. NBC_00870,6
species,Streptomyces sp. NBC_00872,6
species,Streptomyces sp. NBC_00890,6
species,Streptomyces sp. NBC_00932,6
species,Streptomyces sp. NBC_00963,6
species,Streptomyces halstedii,6
species,Streptomyces sp. NBC_00984,6
species,Streptomyces sp. NBC_00986,6
species,Streptomyces sp. NBC_00987,6
species,Streptomyces sp. NBC_00988,6
species,Streptomyces sp. NBC_00989,6
species,Streptomyces sp. NBC_00996,6
species,Streptomyces sp. NBC_01003,7
species,Streptomyces sp. NBC_01005,6
species,Streptomyces sp. NBC_01006,7
species,Streptomyces sp. NBC_01012,6
species,Streptomyces sp. NBC_01013,7
species,Streptomyces sp. NBC_01014,6
species,Streptomyces sp. NBC_01017,6
species,Streptomyces sp. NBC_01020,6
species,Streptomyces prunicolor,6
species,Streptomyces sp. NBC_01023,6
species,Streptomyces sp. NBC_01077,7
species,Streptomyces sp. NBC_01089,6
species,Pseudomonas sp. 10(2024),7
species,Microbacterium sp. M,2
species,Streptomyces sp. NBC_00111,6
species,Streptomyces sp. NBC_00114,6
species,Streptomyces sp. NBC_00117,7
species,Streptomyces sp. NBC_00118,7
species,Streptomyces sp. NBC_00121,6
species,Streptomyces sp. NBC_00134,7
species,Streptomyces sp. NBC_00144,6
species,Streptomyces sp. NBC_00147,7
species,Streptomyces sp. NBC_00150,7
species,Streptomyces sp. NBC_00161,7
species,Nocardioides sp. NBC_00163,2
species,Streptomyces sp. NBC_00191,6
species,Streptomyces sp. NBC_00197,6
species,Streptomyces sp. NBC_00203,6
species,Streptomyces sp. NBC_00209,6
species,Streptomyces sp. NBC_00211,7
species,Streptomyces sp. NBC_00212,8
species,Streptomyces sp. NBC_00499,7
species,Streptomyces sp. NBC_00500,6
species,Streptomyces sp. NBC_00519,6
species,Streptomyces sp. NBC_00618,7
species,Streptomyces sp. NBC_00622,7
species,Streptomyces sp. NBC_00623,6
species,Streptomyces sp. NBC_00624,6
species,Streptomyces sp. NBC_00626,7
species,Streptomyces sp. NBC_00631,6
species,Streptomyces sp. NBC_00645,6
species,Streptomyces sp. NBC_00647,6
species,Streptomyces sp. NBC_00648,7
species,Streptomyces sp. NBC_00649,7
species,Streptomyces sp. NBC_00658,6
species,Streptomyces sp. NBC_00715,6
species,Streptomyces sp. NBC_00826,6
species,Streptomyces sp. NBC_00842,6
species,Streptomyces sp. NBC_00846,6
species,Nocardioides sp. NBC_00850,2
species,Micromonospora sp. NBC_00858,3
species,Micromonospora sp. NBC_00860,3
species,Streptomyces sp. NBC_00873,6
species,Streptomyces sp. NBC_00876,6
species,Streptomyces sp. NBC_00879,6
species,Nocardia sp. NBC_00881,3
species,Streptomyces sp. NBC_00882,6
species,Streptomyces sp. NBC_00885,6
species,Streptomyces sp. NBC_00887,8
species,Embleya sp. NBC_00888,4
species,Kribbella sp. NBC_00889,2
species,Streptomyces sp. NBC_00891,6
species,Embleya sp. NBC_00896,4
species,Micromonospora sp. NBC_00898,3
species,Nocardia sp. NBC_01009,3
species,Streptomyces sp. NBC_01544,6
species,Streptomyces sp. NBC_01546,7
species,Streptomyces sp. NBC_01547,7
species,Streptomyces sp. NBC_01550,6
species,Kitasatospora sp. NBC_01560,11
species,Streptomyces sp. NBC_01563,6
species,Streptomyces sp. NBC_01568,7
species,Streptomyces sp. NBC_01578,6
species,Streptomyces sp. NBC_01579,6
species,Streptomyces sp. NBC_01589,6
species,Streptomyces sp. NBC_01590,6
species,Streptomyces sp. NBC_01594,6
species,Streptomyces sp. NBC_01597,6
species,Streptomyces sp. NBC_01602,6
species,Streptomyces sp. NBC_01604,6
species,Streptomyces sp. NBC_01613,6
species,Streptomyces sp. NBC_01614,6
species,Streptomyces sp. NBC_01615,6
species,Streptomyces sp. NBC_01617,6
species,Streptomyces sp. NBC_01618,6
species,Streptomyces sp. NBC_01620,6
species,Streptomyces sp. NBC_01622,6
species,Streptomyces thermoviolaceus,6
species,Streptomyces sp. NBC_01635,6
species,Streptomyces sp. NBC_01637,6
species,Micromonospora sp. NBC_01638,3
species,Streptosporangium sp. NBC_01639,6
species,Streptomyces sp. NBC_01643,6
species,Streptomyces sp. NBC_01650,6
species,Streptomyces sp. NBC_01653,6
species,Mycoplasmopsis adleri,2
species,Mycoplasma corogypsi,3
species,Mycoplasmopsis hyopharyngis,1
species,Mycoplasmopsis lipophila,1
species,Streptomyces sp. NBC_01108,6
species,Mesomycoplasma moatsii,1
species,Metamycoplasma sualvi,1
species,Asaia lannensis,5
species,Seonamhaeicola sp. MEBiC1930,2
species,Campylobacter sp. CFSAN122719,3
species,Campylobacter sp. CFSAN122748,3
species,Campylobacter sp. CFSAN122778,3
species,Agarivorans sp. JK6,7
species,Bartonella gliris,2
species,Pseudomonas putida group bacterium ESBL64,7
species,Bacillus sp. A01H,13
species,Aliisedimentitalea scapharcae,3
species,Moorella sp. ACPs,2
species,Saccharopolyspora sp. ID03-671,4
species,Thioclava litoralis,5
species,Amycolatopsis sp. WGS_07,4
species,Hyphomonas sp. FCG-A18,1
species,Streptomyces sp. NBC_00853,7
species,Streptomyces sp. NBC_01794,6
species,Singulisphaera sp. Ch08,8
species,Methanolobus sp. ZRKC2,2
species,Methanolobus sp. ZRKC3,5
species,Methanolobus sp. ZRKC4,3
species,Acidovorax sp. SDU_ACID1,3
species,Pseudomonas indoloxydans,4
species,Pseudarthrobacter quantipunctorum,4
species,Nonomuraea sp. N2-4H,5
species,Streptomyces sp. GD-15H,6
species,Gallaecimonas sp. GXIMD1310,6
species,Thioclava sp. GXIMD4215,5
species,Streptomyces sp. AHU1,7
species,Mycobacterium sp. M23085,1
species,Pseudomonas sp. KnCO4,7
species,Brevundimonas sp. BH3,3
species,Candidatus Arsenophonus nilaparvatae,5
species,Flavobacterium soyae,4
species,'Thioclava sp. ''Guangxiensis''',6
species,Pedococcus sp. KACC 23699,2
species,Alsobacter sp. KACC 23698,3
species,Pedobacter sp. KACC 23697,4
species,Micromonospora harpali,4
species,Streptomyces solicamelliae,6
species,Peptoniphilus lacrimalis,3
species,Halobacillus sp. SY10,9
species,Streptomyces okerensis,6
species,Bradyrhizobium sp. LMG 9283,1
species,Bradyrhizobium sp. STM 3562,1
species,Bradyrhizobium sp. STM 3566,1
species,Bradyrhizobium sp. STM 3561,1
species,Bradyrhizobium sp. STM 3557,2
species,Bradyrhizobium sp. ORS 86,1
species,Bradyrhizobium sp. ORS 111,1
species,Bradyrhizobium centrosematis,1
species,Pseudomonas sp. nanlin1,5
species,Sulfitobacter sp. PM12,3
species,Dickeya sp. A5391,7
species,Dickeya sp. A6137,7
species,Dickeya sp. A6136,7
species,Dickeya sp. CFBP 1278,7
species,Dickeya sp. CFBP 1272,7
species,Dickeya sp. A5611,7
species,Enterovibrio sp. 27052020O,11
species,Methylocapsa polymorpha,1
species,Congregibacter variabilis,2
species,Congregibacter brevis,2
species,Herbiconiux sp. KACC 21604,2
species,Chryseobacterium sp. HR92,6
species,Isoptericola halotolerans,3
species,Luteimonas sp. R10,1
species,Aromatoleum evansii,4
species,Pantoea sp. S18,7
species,Halothiobacillus sp. DCM-1,2
species,Pengzhenrongella phosphoraccumulans,3
species,Methanolobus sp. ZRKC1,3
species,Methanolobus sp. WCC1,3
species,Methanolobus sp. WCC5,3
species,Haloplanus sp. GX21,2
species,Streptomyces sirii,7
species,Pantoea sp. GABEPS69,7
species,Polymorphospora sp. A560,3
species,Streptomyces sp. 184,5
species,Arsenicicoccus dermatophilus,2
species,Streptomyces sp. Pv4-95,6
species,Deinococcus altitudinis,3
species,Deinococcus radiomollis,3
species,Priestia sp. HNGD-A6,13
species,Allotamlana fucoidanivorans,2
species,Ruminococcus sp. JE7B6,2
species,Ruminococcus sp. JL13D9,3
species,Streptomyces stoeckheimensis,7
species,Pseudocitrobacter faecalis,9
species,Pseudomonas helleri,7
species,Arthrobacter nitrophenolicus,5
species,Providencia rustigianii,7
species,Qipengyuania nanhaisediminis,1
species,Lactiplantibacillus brownii,5
species,Atrimonas thermophila,2
species,Paenibacillus melissococcoides,8
species,Owariibacterium komagatae,3
species,Chryseobacterium sp. KCF3-3,6
species,Streptomyces sp. CMC78,6
species,Kitasatospora sp. CMC57,9
species,Paenibacillus sp. P36,15
species,Parvimonas parva,3
species,Pseudalkalibacillus sp. A8,8
species,Bartonella sp. C271,2
species,Peredibacter sp. HCB2-198,2
species,Butyrivibrio sp. JL13D10,4
species,Pseudomonas sp. PLMAX,7
species,Gluconobacter roseus,4
species,Paenibacillus taichungensis,11.5
species,Brochothrix campestris,8
species,Myxococcus fulvus,3
species,Nocardioides sp. R1-1,2
species,Syntrophus buswellii,1
species,Natrinema sp. 74,2
species,Natroniella sp. ANB-PHB2,7
species,Corynebacterium marquesiae,4
species,Corynebacterium sp. YSMAA1_1_F7,3
species,Corynebacterium sp. YSMAA1_1_D6,4
species,Corynebacterium sp. YSMAA5_1_F9,4
species,Streptomyces sp. 1268,6
species,Streptomyces sp. SYP-A7185,6
species,Microbacterium sp. HA-8,1
species,Gordonibacter urolithinfaciens,3
species,Janthinobacterium sp. SUN098,8
species,Dellaglioa sp. P0083,5
species,Pantoea sp. C3,7
species,Clostridium sp. FAM 27665,9
species,Clostridium sp. FAM 1755,9
species,Methanospirillum lacunae,4
species,Amycolatopsis sp. VS8301801F10,4
species,Brevibacillus fortis,16
species,Bradyrhizobium sp. RDM4,1
species,Methanobrevibacter sp. DSM 116169,1
species,Methanobrevibacter acididurans,3
species,Neobacillus sp. SCS-31,9
species,Peribacillus sp. SCS-26,12
species,Peribacillus sp. SCS-37,12
species,Peribacillus sp. SCS-155,20
species,Bacillus sp. SCS-153A,10
species,Eubacterium sp. F2,5
species,Paenibacillus sp. MBLB4367,9
species,Methanospirillum stamsii,4
species,Bartonella heixiaziensis,2
species,Metallosphaera sp. D4-4,1
species,Lysinibacillus sp. 38-6,12
species,Mycobacterium sp. SMC-14,2
species,Mycobacterium sp. SMC-16,2
species,Mycobacterium sp. SMC-11,2
species,Pseudoalteromonas sp. RW-H-Ap-1,8
species,Psychromonas sp. GE-S-Ul-11,7
species,Litorimonas sp. RW-G-Af-16,1
species,Marinomonas sp. RS-M-Aa-14,8
species,Pseudaeromonas sp. ZJS20,8
species,Noviherbaspirillum sp. ST 5-3,2
species,Amycolatopsis sp. GA6-003,4
species,Stenotrophomonas sp. Y-13,3
species,Streptomyces sp. HC307,6
species,Pseudobdellovibrio sp. HCB154,1
species,Nitrincola sp. WZQS7-5,5
species,Pseudomonas paracarnis,6
species,Pseudomonas sp. 16FHM2,5
species,Sodalis sp. C49,7
species,Streptococcus sp. KHUD_011,4
species,Aequorivita nionensis,2
species,Caproicibacterium sp. XB1,3
species,Faucicola mancuniensis,4
species,Pseudomonas sp. DCA-1,7
species,Guyparkeria sp. TX1,2
species,Wolbachia endosymbiont of Tetranychus urticae,1
species,Pantoea allii,7
species,Paenibacillus sp. BR2-3,9
species,Streptomyces sp. KL2,6
species,Cellulosilyticum sp. ST5,11
species,Methanosarcina hadiensis,3
species,Streptococcus sp. VEG1o,4
species,Acinetobacter sp. 2019-01-05,6
species,Streptococcus sp. LysM4,4
species,Chitinibacter sp. S2-10,7
species,Serratia sp. AXJ-M,7
species,Clostridium sp. MB05,10
species,Sporosarcina sp. ANT_H38,11
species,Aeromonas sp. DSM 116730,10
species,Paenibacillus sp. WLX2291,9
species,Paenibacillus sp. WLX1005,9
species,Metabacillus indicus,10
species,Amycolatopsis bartoniae,3
species,Barnesiella intestinihominis,5
species,Alistipes putredinis,2
species,Enterocloster lavalensis,4
species,Anaerofustis stercorihominis,2
species,Sphingopyxis sp. J-6,1
species,Pseudomonas sp. MPB26,5
species,Arthrobacter sp. MPF02,5
species,Pseudomonas sp. MPB03,5
species,Pseudomonas sp. MPB23,6
species,Pseudomonas sp. L7,6
species,Pseudomonas shirazensis,7.33
species,Plantibacter sp. MPB07,2
species,Brevibacillus centrosporus,15.5
species,Streptomyces mutabilis,6
species,Paenibacillus sp. M2,12
species,Peribacillus sp. S4,15
species,Corynebacterium sp. LaCa97,4
species,Corynebacterium sp. LaCa101,4
species,Corynebacterium sp. LaCa191,4
species,Corynebacterium sp. LaCa54,4
species,Corynebacterium sp. LaCa78,4
species,Corynebacterium sp. LaCa7,4
species,Corynebacterium sp. LaCa117,4
species,Corynebacterium sp. LaCa222,4
species,Corynebacterium sp. LaCa116,4
species,Corynebacterium sp. LaCa142,4
species,Chryseobacterium scophthalmum,6
species,Salinicoccus sp. HZC-1,4
species,'Leptospira sp. ''Mane''',2
species,Gordonia sp. SND2,4
species,Stenotrophomonas sp. LGBM10,3
species,Vagococcus salmoninarum,5.75
species,Luteolibacter sp. AS25,3
species,Roseibacillus persicicus,2
species,Mariniflexile sp. AS56,4
species,Algibacter lectus,4
species,Algibacter sp. AS12,3
species,Paracoccus sp. ME4,3
species,Haloferax sp. YSSS75,2
species,Escherichia sp. F1,7
species,Pseudomonas sp. s4,7
species,Haloferax sp. YSMS24,2
species,Paracoccus homiensis,2
species,Sphingobacterium sp. Lzh-3,7
species,Alkalibacillus sp. S2W,6
species,Nitratireductor aquimarinus,2
species,Malacoplasma muris,1
species,Metamycoplasma buccale,1
species,Deinococcus yunweiensis,3
species,Agarivorans sp. DSG3-1,7
species,Hoeflea sp. Naph1,2
species,Rhizobium sp. SYY.PMSO,4
species,Bartonella sp. DGB2,2
species,Pokkaliibacter plantistimulans,9
species,Rubrivirga sp. IMCC43871,1
species,Rubrivirga sp. IMCC45206,1
species,Vibrio aestuarianus,8
species,Flavobacterium sp. TBRC 19032,3
species,Flavobacterium sp. TBRC 19031,3
species,Pseudomonas sp. SC11,6
species,Pedobacter sp. KLB.chiD,4
species,Gordonia sp. LUNF6,4
