#NAME,Y.A.0H,Y.B.0H,Y.C.0H,Y.D.0H,Y.E.0H,Y.CN.A.24H,Y.CN.B.24H,Y.CN.C.24H,Y.CN.D.24H,Y.CN.E.24H,OFP.A.24H,OFP.B.24H,OFP.C.24H,OFP.D.24H,OFP.E.24H,IQ.A.24H,IQ.B.24H,IQ.C.24H,IQ.D.24H,IQ.E.24H,PM.A.24H,PM.B.24H,PM.C.24H,PM.D.24H,PM.E.24H,EM.A.24H,EM.B.24H,EM.C.24H,EM.D.24H,EM.E.24H
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillospira,0.00013021375000389865,8.972874255672545e-05,0.0,0.0005956873230566011,0.0,0.0,0.0,0.0,0.0009318675665777792,0.0,0.0,0.0,6.95271802336274e-05,0.00018124840296868984,0.0,0.0,0.0,0.0,7.064515626820406e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012883882170683356,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Papillibacter,0.00022787406250682267,0.0,6.332563665691228e-05,8.123008950771833e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005056545179751434,0.0007238227145046005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011478710358400239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002,0.07877931875235869,0.0641560509280587,0.009266651497461496,0.054018009522632686,0.012561868036561303,0.007504766537537981,0.06162378898888686,0.025842882101304483,0.029949790163034673,0.05393101647503191,0.001958786712373613,0.0034908462606944553,0.0013210164244389202,0.004404336192139163,0.0007635341554123749,0.002320845711989601,0.00148903665283621,0.0017928612266136696,0.004468306133963907,0.000747490869147321,0.0020872031687196187,0.0021067736618495874,0.0006718450696008624,0.0016523731854274876,0.0003165008225120927,0.007542796743994066,0.0015474573129784942,0.0010364189630067983,0.003644298099707577,0.0005997862617061441
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-003,0.0021159734375633533,0.0036340140735473805,0.0005699307299122105,0.00018953687551800943,0.000783303549623915,0.00022673010687425922,0.0005956044500134043,0.0032701010743302686,0.0,0.0,0.0,0.00015260530101396527,0.000225963335759289,0.0,0.00028961640377710764,0.0,4.5122322813218484e-05,0.0,0.0,0.0002062043776958127,0.0001823769759075395,7.349210448312513e-05,0.00021874025521888545,0.0,8.631840613966165e-05,0.0005889841286242218,0.00011378362595430102,0.0002102879055376112,0.0,9.996437695102402e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005,0.01878333343806238,0.02279110060940826,0.005551547480255976,0.007391938145202367,0.006411484609884636,0.0011336505343712963,0.0017229985875387766,0.0007948162333441625,0.0004117554363948327,0.000617059685069015,0.0008903575965334603,0.0016977339737803635,0.0005040720566937986,0.0008337426536559733,7.898629193921119e-05,0.0006932396282566343,0.001398792007209773,0.0004525669115723826,0.0007770967189502445,0.00025775547211976584,0.000344489843380908,0.0009064026219585432,0.00021874025521888545,0.00030868510057436584,0.0005466832388845239,0.002051944706174708,0.0009557824580161287,0.00018024677617509534,0.0007546273842828821,0.0003248842250908281
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-007,0.0,0.0,0.0,0.0005686106265540283,0.0,0.0,0.0,0.0,6.501401627286832e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.521663787435723e-05,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__V9D2013_group,0.0,0.00013459311383508818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unclassified,0.010579867187816765,0.010229076651466702,0.00278632801290414,0.013511271554783814,0.007455889342716524,0.0006348442992479258,0.0030843801875694147,0.0005904349161985207,0.004204239718978818,0.004957046136721087,0.0003858216251644995,0.00047689156566864144,0.00033025410610973015,0.0016493604670150778,0.00039493145969605596,0.0007233804816590965,0.0004963455509454033,0.00029590913448963483,0.0014835482816322853,0.0002062043776958127,0.00022290519277588162,0.0005634394677039593,0.0003437346867725343,0.0010350029842787559,0.0003452736245586466,0.0015009595535907588,0.00025032397709946226,0.0003304524229876748,0.0022822876988067655,0.00022491984813980404
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__unidentified_Oscillospiraceae,0.0,0.0,0.0,0.0024098259887289767,0.0006092360941519338,0.0,0.0,0.00029521745809926036,0.001235266309184498,0.000370235811041409,0.0,0.0,0.0,0.0003624968059373797,0.00015797258387842237,9.042256020738708e-05,0.0,0.0,0.0002119354688046122,0.00012887773605988292,0.0,0.0,0.0,0.00016342152383348778,0.00011509120818621554,0.0,0.0,0.0,0.000478544194911096,4.998218847551201e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum,0.00018208118870162383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2870484021220255e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus,0.0002899426166753477,0.0,9.400338952626087e-05,0.00030145388772864355,0.0,0.00017669832995733935,0.00011841183708599822,0.0,0.0002412742381682002,0.0,6.608431938715016e-05,4.247514211555366e-05,0.0,0.00018161089977462722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0647543289316574e-05,0.0,0.0,0.0,0.0,4.098301566674514e-05,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella,0.00031213918063135516,7.169712921996723e-05,0.00013493309501377162,0.0004327089297540338,0.0003940809458412714,0.0,8.498457207129059e-05,9.072748528262142e-05,0.0,0.0,0.0,0.0,0.0,2.8965055785426993e-05,4.207563238867071e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7453475005010804e-05,7.25449082408093e-05,4.5981415710760756e-05,0.0,0.0,0.0,8.824094282313549e-05,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Candidatus_Soleaferrea,0.00018208118870162383,0.0009679112444695577,0.0,0.0,4.636246421662017e-05,3.6233423777991665e-05,0.00042492286035645296,0.00012701847939566998,5.194899864865555e-05,0.0004273162922758633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.172543663926458e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.455081014651179e-05,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Caproiciproducens,7.24856541688369e-05,0.0001498470000697315,0.0,0.0,0.0001291967336169815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.600746213747308e-05,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__DTU089,7.803479515783879e-05,0.0,0.0,0.00017308357190161353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8965055785426993e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.993796667334774e-05,0.0,0.0,0.0,0.0,0.0,4.4120471411567745e-05,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium,0.05043189388796828,0.04932463752295328,0.026461954151642438,0.0031803385155371893,0.030506578725309763,0.0020825160316400707,0.013167396283963002,0.08951349104454975,0.004692783932371493,0.009938500412096015,0.0033703002887446585,0.008463172066524067,0.02395744400763588,0.004318303616863358,0.005540098516616272,0.0026006533010757937,0.0018964160239682173,0.03869046746291326,0.0033426933107571885,0.004591484143360095,0.0010941943084171232,0.0008045752283024799,0.004766245999193218,0.0012028429419047788,0.0013934668031146047,0.009984104291328098,0.0010514365595683777,0.0038880731677436186,0.0023872606625879047,0.0014050826216941018
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella,0.001690753895086507,0.0,0.0,0.00012981267892621016,6.954369632493025e-05,9.058355944497916e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025808395449362025,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Harryflintia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.258198822609713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus,0.0009104059435081192,0.00035848564609983614,8.433318438360725e-05,0.0016442939330653286,9.272492843324034e-05,0.0005978514923368625,0.001138793265755294,5.4436491169572854e-05,0.002285755940540844,0.0,0.00018971574943679476,6.09691035151488e-05,0.0,0.0014482527892713496,0.0,0.00012041919900026828,0.0001081640369828826,2.7816957759509718e-05,0.0008185035689160581,0.0,0.0,0.0,0.0,8.705388988897117e-05,0.0,6.072563635144007e-05,9.091801691085298e-05,0.0,8.824094282313549e-05,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola,0.0002861275822454089,0.0002509399522698853,3.3733273753442905e-05,0.00015144812541391183,0.0001159061605415504,0.0,5.099074324277436e-05,0.0,0.0,0.0,0.0,7.621137939393599e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.822426099710545e-05,0.0,0.0,0.0,0.0,5.803592659264745e-05,0.0,0.0,3.6367206764341196e-05,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4436491169572854e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus,0.0031313802600937543,0.0075522888035144675,0.025042502969795898,0.014011576701627351,0.03979259395403031,0.00313008470210144,0.001610400984369576,0.007483686866032122,0.0017178725757575853,0.0015755042127931008,0.0013216863877430034,0.0030242301186274205,0.01181229711006538,0.008798039144637497,0.0022043143304208658,0.0012885817646620707,0.00176831374950149,0.01576687419375218,0.010743809558810165,0.002157997547379245,0.0005595055432730857,0.0010909494621050575,0.007946062673107527,0.004657731324619513,0.0012300948330942717,0.0028936980234188217,0.0010539701416396269,0.010006980574528092,0.00860643329001648,0.0014690764836722489
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum,0.02780730908052006,0.04105807801910643,0.09389176050119845,0.005132252438580156,0.01974287585584499,0.001287373546832044,0.0017761775562899734,0.008551882035254612,0.0005247714680158354,0.0020438045202294222,0.0014125523269003348,0.0013857515115199381,0.0053120503877997155,0.0005145642160281105,0.0007694581273078155,0.0014345539176901958,0.0011679913260201603,0.0207259979722443,0.0005898870548395039,0.0005380645480500112,0.0003214900803081238,0.0009204886086511422,0.0021526384759129958,0.000318399602268912,0.00019220231767097995,0.0028714876219232827,0.0007600746213747309,0.0036873984236020126,0.0008299060672515891,0.0003756161463934727
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1819,0.0007283247548064953,0.0002150913876599017,0.00025299955315082176,0.0005841570551679457,0.0001159061605415504,0.0001630504070009625,0.00016996914414258118,0.00021774596467829141,0.0001038979972973111,0.00021365814613793165,0.0,0.0,4.166640825005661e-05,0.00020275539049798894,0.0,0.0,0.0,6.954239439877429e-05,0.0,0.0,3.2383790512024565e-05,0.0,3.7453475005010804e-05,7.25449082408093e-05,0.0,9.10884545271601e-05,0.0,2.400415599779978e-05,0.0002058955332539828,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__[Eubacterium]_siraeum_group,0.006372841604556835,0.010431932301505232,0.000522865743178365,0.02983528070654063,0.004520340261120466,0.0002717506783349375,0.0003059444594566462,0.0,0.0009870309743244554,0.00013148193608488102,0.00028457362415519214,0.000914536552727232,0.0,0.004156485505208773,0.00021037816194335355,0.0003130899174006975,0.0011537497278174143,0.0,0.003485696233142523,0.0003089365826124467,0.00016191895256012278,0.0004502123976390488,0.0,0.0035256825405033322,9.196283142152151e-05,0.00024290254540576027,0.0006182425149938003,2.400415599779978e-05,0.005132681507545714,0.00019968960467489248
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unclassified,0.00980637259150174,0.003692402154828312,0.004553991956714792,0.026546692840409974,0.0006722557311409924,0.0008152520350048125,0.002158608130610781,0.00019960046762176713,0.0028918275914418257,0.0017421356531246734,7.114340603879804e-05,0.0,0.0,0.0016220431239839113,8.415126477734142e-05,0.00019267071840042924,7.21093579885884e-05,6.954239439877429e-05,0.0013971009193567197,4.119154434832622e-05,0.00016191895256012278,0.0003914890414252599,0.00021223635836172788,0.002306928082057736,0.0,0.0012752383633802414,5.455081014651179e-05,7.201246799339934e-05,0.003029605703594318,3.99379209349785e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__unidentified_Ruminococcaceae,0.00010404639354378506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__unclassified,0.0014046263128410983,0.0018282767951091645,0.0007252653856990224,8.654178595080677e-05,0.0001159061605415504,0.0,0.0002719506306281299,3.629099411304857e-05,0.0,0.0,0.0,0.0001829073105454464,0.0,2.8965055785426993e-05,0.0,0.0,0.00012619137648002969,5.5633915519019435e-05,5.64485219942109e-05,0.0,3.2383790512024565e-05,0.00043063794556778584,0.0,2.9017963296323724e-05,0.0,0.00012145127270288013,7.273441352868239e-05,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Clostridium]_methylpentosum_group;g__unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4436491169572854e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Clostridium]_methylpentosum_group;g__unidentified_[Clostridium]_methylpentosum_group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.689516735628097e-05,0.0,0.0,0.0,0.0,2.822426099710545e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.554422726358005e-05,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__unclassified,0.04793937582529896,0.033267467958064796,0.01150304634992403,0.011726411996334318,0.0427693732398321,0.003587108954021175,0.0022605896170963297,0.0014334942674654185,0.000571438985135211,0.0014463012969336913,0.0020868732438047424,0.0025454600717574626,0.0013472138667518301,0.001520665428734917,0.0015147227659921454,0.0019748748636043995,0.0008653122958630607,0.0018915531276466608,0.001284203875368298,0.0013799167356689282,0.0013601192015050315,0.0003327656852114709,0.0006616780584218575,0.0010011197337231686,0.00034486061783070565,0.006983448180415607,0.0003091212574969002,0.0012002077998899889,0.0027060555799094882,0.0015176409955291827
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__unidentified_[Eubacterium]_coprostanoligenes_group,0.00015606959031567758,0.0050187990453977056,0.0,0.00041107348326633214,0.0,0.00019928383077895417,0.0,0.00039920093524353426,0.0001731633288288518,0.0,4.742893735919869e-05,0.0,0.0,4.344758367814049e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3526944944485584e-05,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__unclassified;g__unclassified,0.0002861275822454089,0.00168488253666923,0.00045539919567147923,0.0012764913427743998,0.0001159061605415504,0.00012681698322297084,0.00023795680179961365,0.0002358914617348157,0.00036364299054058886,0.00016435242010610126,4.742893735919869e-05,3.04845517575744e-05,9.722161925013207e-05,0.00015930780681984845,4.207563238867071e-05,0.0,0.0,4.172543663926458e-05,0.00012700917448697454,0.0,0.0,0.0,6.242245834168467e-05,7.25449082408093e-05,0.0,0.0,0.0,4.800831199559956e-05,0.0003235501236848301,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__unidentified_Oscillospirales;g__Hydrogenoanaerobacterium,0.00023410438547351637,0.0,0.0,4.327089297540338e-05,0.0,0.0,0.00016996914414258118,0.0,0.002770613261261629,0.0,0.0,0.0,0.0,0.00015930780681984845,0.0,0.0,0.0,0.0,4.233639149565818e-05,0.0,0.0,0.0,0.0,2.9017963296323724e-05,0.0,0.0,0.0,0.0,2.941364760771183e-05,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus,0.0005467970043684022,0.00023187156683904296,0.0,0.0,9.371136384210458e-05,0.00014647554293230672,0.0,0.0,0.0,0.0,0.00015338720167230215,0.0,0.0,2.3418555741409057e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.618263913738156e-05,9.49569164308077e-05,0.0,0.0,0.0,2.4548661503773643e-05,5.88065471082964e-05,0.0,2.3781247001979774e-05,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__unclassified,0.0003154598102125398,0.0,2.7273710694272985e-05,0.00031486479569336074,0.00016868045491578824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.281961527425547e-05,3.330380181354035e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.94032735541482e-05,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Anaerovorax,0.0,0.0,0.0,0.0,0.0,8.120949672493575e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group,0.0016032349782651595,0.0015667648800856645,0.00035912823076386527,0.0005091580409357786,0.0005455358054872544,0.0,9.52374024820361e-05,0.00020334632090153218,9.702717352608587e-05,0.0004236150581501495,0.0,6.832462538694959e-05,0.0,0.0,0.00011787945267067262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001259159722688567,0.0,0.0,0.00013610357101824099,4.0754671387385035e-05,0.0,3.296221099202022e-05,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_UCG-001,0.0003206469956530319,0.0006026018769560248,0.0,0.0009455792188807318,0.00012988947749696534,0.0,0.00013333236347485054,0.00040669264180306436,9.702717352608587e-05,0.00014734436805222592,0.0,0.00017081156346737398,0.0,0.00017852724732090255,0.0,0.0,0.00010101109798669553,0.0,0.0,0.0,0.0,0.0,0.0,0.0001138157648861169,0.0,0.00010207767826368074,0.0,0.0,0.00018129216045611123,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Mogibacterium,0.00010872848125325537,0.0022477050010459724,0.0,0.0,0.0050871213861686465,0.0,0.004866726504234527,0.00011377226654440725,0.0,0.014392505781111394,0.0,0.0008601216278399617,0.0,0.0,0.0005715974660000916,0.0,0.0004521256745884492,0.0,0.0,0.0003443613107520072,0.0,0.0006136590724340948,0.0,0.0,0.0003363540559242149,0.0,0.00011401119320620963,0.0,0.0,0.0002921458916393677
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_brachy_group,0.0,0.0,0.0001701133724670941,0.0,0.0,0.0,0.0,4.0669264180306435e-05,3.881086941043435e-05,0.0,0.0,0.0,0.0,8.114874878222843e-05,0.0,0.0,0.0,0.0,6.325866539833822e-05,0.0,0.0,0.0,0.0,4.877818495119296e-05,0.0,0.0,0.0,2.690009975088554e-05,6.592442198404044e-05,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_nodatum_group,0.0,0.0,5.670445748903136e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.114874878222843e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__unclassified,0.001078539894469289,0.0009239895446659047,0.0001890148582967712,0.0,0.0011170495064739018,0.0011369329541491002,0.0006666618173742527,0.00018301168881137896,0.0,0.00016576241405875412,0.0,0.00018789271981411136,0.0,9.737849853867412e-05,0.0,0.00021591517504391267,0.00026262885476540835,0.0,0.0,0.0,0.00014516272851502698,8.774392456609041e-05,5.596265434171408e-05,3.251878996746197e-05,0.0,0.0003742848203001627,0.00012226401416215508,0.0,8.240552748005056e-05,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Murdochiella,0.0,0.0,0.0,0.0,0.0,0.0,0.0001065706533773984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Parvimonas,7.24856541688369e-05,0.0,0.0,0.0,9.689755021273613e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter,0.00016309272187988306,9.989800004648766e-05,4.1126482917739135e-05,0.0,0.0007913299934040117,0.0,5.32853266886992e-05,0.0,0.0,0.00019464804954565928,8.260539923393771e-05,0.0,0.0,0.0,0.0002931269056410726,5.033522518211214e-05,3.139761629086453e-05,0.0,0.0,0.00017935484935000374,0.0,0.0,0.0,0.0,0.00010410958873844745,0.00010576381664542477,2.5335820712491027e-05,0.0,0.0,7.651440019126296e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paraclostridium,0.0,0.0,0.0,0.0,0.0,0.0017152035691829644,0.0,0.0,0.0,0.0,5.446509839600289e-05,0.0,0.0,0.0,0.0,2.4583748562692133e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia,8.154636093994153e-05,0.0001030198125479404,5.7283315492565226e-05,2.2609041579648267e-05,0.0003270292319679845,3.313093686700113e-05,3.99639950165244e-05,1.8962044424067875e-05,1.8095567862615013e-05,0.00017174827901087581,0.0,1.5928178293332623e-05,7.256899436884858e-06,1.5134241647885602e-05,1.6488388442310332e-05,0.0,1.4128927330889037e-05,1.8167950536679783e-05,1.1060382278240698e-05,3.766451836350078e-05,0.0,2.5569128018087283e-05,0.0,0.0,2.4025289708872494e-05,7.932286248406857e-06,3.325326468514448e-05,1.2542171508850383e-05,1.536863087502943e-05,4.173512737705252e-05
k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Terrisporobacter,0.0,6.217717845217074e-05,0.0,0.0,6.43303237926879e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1084356999688994e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__unclassified;f__unclassified;g__unclassified,0.03209831240825769,0.01752994809428199,0.00522865743178365,0.0028775143828643247,0.00570258309864428,0.0022283555623464875,0.0018356667567398768,0.0016693857292002343,0.0009350819756757999,0.0005752334703713545,0.0012568668400187652,0.0012498666220605505,0.0004722192935006415,0.00120204981509522,0.000357642875303701,0.001541365747203434,0.00046871082692582453,0.0007093324228674978,0.0012700917448697454,0.000185361949567468,0.0009553218201047246,0.0004697868497103118,0.0003370812750450972,0.0012042454767974345,0.00043682344925222714,0.003127370272099163,0.0008546293589620181,0.0004200727299614961,0.0017648188564627096,0.00037941024888229574
k__Bacteria;p__Firmicutes;c__Clostridia;o__unidentified_Clostridia;f__Gracilibacteraceae;g__unclassified,0.0,0.0,8.433318438360725e-05,0.0,0.0,0.0,0.0,0.00012701847939566998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.800831199559956e-05,0.0,0.0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus,0.0005557233486277497,0.0,0.0,0.001688141771280404,0.000882844346382707,0.06335897259898882,0.08235148563207556,0.0,0.0051793536460106974,0.13124621819168883,0.00859096152032952,0.0011185120757095798,0.0,0.001116570717132893,0.0031853123746329887,0.0037136210578802733,0.0003683986978128105,0.0,0.000878276281649928,0.000880034460810685,0.08631726647430749,0.02098259465448727,0.0,0.0035984209018327835,0.007431822949944557,0.0007614994798470583,0.023984576941158173,0.0,0.001611998616225309,0.006195347797304686
